Join_Count,TARGET_FID,TARGET_F_1,objectid,d,c,s,pname,PARISH_GG_,F_yes_sola,F_no_solar,f_installm,F_rent,f_free,f_fully,lantern,lighting_s,home_syste,MEAN_Repay,yes_traini,no_trainin,MEAN_insta,yes_intere,no_interes,fin_husb,Fin_wife,Fin_both,fin_childr,fin_others,decis_husb,decis_wife,decis_both,decis_chil,decis_othe,F150k_yes,F150k_no,supply_sho,voltage_fl,upnpred_in,large_appl,often_brea,unavail_ma,poor_light,no_challen,Rooms_aver,objectid_2,Widow_head,Cement_blo,burnt_bric,Unburnt_br,Mud_and_po,Owner_occu,Rent_priva,Rent_publi,Never_educ,Monogamous,Male_head,Female_hea,High_insta,Yes_LS_upf,No_LS_upfr,LS_prcing,LS_2instal,LS_3instal,LS_4instal,LS__5insta,HS_yes_upf,HS_No_upfr,HS_pricing,HS_2instal,HS_3iinsta,HS_4instal,HS_5instal,HS_6instal,MEAN_HH_si,Urban,Rural,F_flo_eart,F_flo_ramm,F_flo_ceme,MEAN_asset,MEAN_Incom,Detached,Mizigo,Interviewe,lighting,charging,Thatch,gid_1,objectid_1,Satisfied,neutral,unsatisfie
6,76,76,2710,GULU,ASWA,AWACH,GWENGDIYA,97,60,40,22.2222,0,16.6667,61.1111,25,75,0,17.66666667,50,50,13.66666667,91.6667,8.33333,44.4444,0,28,16.6667,5.55556,38.8889,0,33.3333,16.6667,5.55556,70,30,0,75,0,0,25,0,0,0,2.6,2388,3.09278,0,3.33333,96.6667,0,86.6667,0,0,12.8342,20.6186,83.3333,16.6667,100,25,75,0,42.8571,57.1429,71.4286,85.7143,25,75,0.25,0,0,0,0,0,6.566666667,0,100,16.6667,80,3.33333,4.380143133,0,3.33333,0,30,82.3529,88.2353,96.6667,4216,2388,41.1765,41.1765,17.6471
6,77,77,2761,GULU,ASWA,BUNGATIRA,LAROO,98,56.6667,43.3333,16.6667,5.55556,11.1111,66.6667,9.09091,63.6364,27.2727,3,64.2857,35.7143,4,76.9231,15.3846,50,22.2222,17,11.1111,0,38.8889,16.6667,33.3333,11.1111,0,87.5,12.5,75,12.5,0,0,12.5,0,0,0,2.5,1960,3.7037,10,3.33333,76.6667,0,83.3333,16.6667,0,8.125,25.9259,76.6667,23.3333,0,37.5,62.5,0.01,0,20,40,40,0,100,0.5,0,0,0,0,0,5.4,20,80,26.6667,53.3333,10,1.347337037,0.033333333,3.33333,3.33333,30,88.8889,83.3333,76.6667,375,1960,72.2222,5.55556,22.2222
6,78,78,2869,GULU,GULU MUNICIPALITY,PECE,LABOUR LINE,99,50,50,0,0,0,100,33.3333,0,66.6667,0,60,40,0,60,40,40,20,0,20,20,40,20,0,20,20,50,50,0,0,0,0,0,0,0,0,2.18182,2008,6.66667,4.7619,23.8095,47.619,4.7619,71.4286,14.2857,4.7619,11.7647,25.8333,57.1429,42.8571,100,42.8571,57.1429,0.075,0,0,0,50,0,100,3.8,0,0,0,0,25,5.709090909,100,0,19.0476,57.1429,23.8095,0.731745455,0,9.52381,4.7619,21,100,76.9231,61.9048,635,2008,53.8462,15.3846,30.7692
5,79,79,3021,GULU,GULU MUNICIPALITY,BAR-DEGE,KASUBI,100,60,40,0,0,15.3846,84.6154,0,50,50,12,44.4444,55.5556,0,100,0,30.7692,30.7692,23,7.69231,0,30.7692,38.4615,15.3846,7.69231,7.69231,80,20,20,20,20,0,20,0,20,0,2.18182,2008,6.66667,4.7619,23.8095,47.619,4.7619,71.4286,14.2857,4.7619,11.7647,25.8333,57.1429,42.8571,100,42.8571,57.1429,0.075,0,0,0,50,0,100,0.5,0,0,0,0,25,5.709090909,100,0,19.0476,57.1429,23.8095,0.731745455,0,9.52381,4.7619,21,100,76.9231,61.9048,635,2008,53.8462,15.3846,30.7692
6,72,72,3282,GULU,ASWA,AWACH,PUKONY,93,70,30,28.5714,0,28.5714,42.8571,0,100,0,18,42.8571,57.1429,17,75,0,57.1429,28.5714,0,0,14.2857,42.8571,14.2857,28.5714,0,14.2857,100,0,0,0,0,100,0,0,0,0,1.6,3323,2.87356,0,0,86.6667,10,93.3333,3.33333,0,7.69231,26.4368,86.6667,13.3333,100,45.4545,54.5455,0.0261111,14.2857,28.5714,28.5714,28.5714,0,100,1,0,11.1111,11.1111,11.1111,11.1111,6.4,0,100,6.66667,90,0,2.568770233,0,3.33333,0,30,94.7368,78.9474,100,1612,3323,61.1111,33.3333,5.55556
8,73,73,1960,GULU,ASWA,UNYAMA,PAKWELO,94,60,40,10.5263,0,5.26316,84.2105,25,62.5,12.5,15.5,76.4706,23.5294,6.5,66.6667,33.3333,68.4211,10.5263,11,10.5263,0,57.8947,10.5263,21.0526,10.5263,0,40,60,0,0,0,0,50,0,0,0,2.5,1960,3.7037,10,3.33333,76.6667,0,83.3333,16.6667,0,8.125,25.9259,76.6667,23.3333,0,37.5,62.5,0.01,0,20,40,40,0,100,0.6,0,0,0,0,0,5.4,20,80,26.6667,53.3333,10,1.347337037,0.033333333,3.33333,3.33333,30,88.8889,83.3333,76.6667,375,1960,72.2222,5.55556,22.2222
12,74,74,2008,GULU,GULU MUNICIPALITY,BAR-DEGE,KANYAGOGA,95,61.9048,38.0952,23.0769,0,15.3846,61.5385,0,62.5,37.5,11,30.7692,69.2308,6,100,0,50,14.2857,14,7.14286,7.14286,50,21.4286,7.14286,7.14286,7.14286,50,50,20,0,40,0,0,0,0,0,2.18182,2008,6.66667,4.7619,23.8095,47.619,4.7619,71.4286,14.2857,4.7619,11.7647,25.8333,57.1429,42.8571,100,42.8571,57.1429,0.075,0,0,0,50,0,100,1.5,0,0,0,0,25,5.709090909,100,0,19.0476,57.1429,23.8095,0.731745455,0,9.52381,4.7619,21,100,76.9231,61.9048,635,2008,53.8462,15.3846,30.7692
4,75,75,2634,GULU,GULU MUNICIPALITY,PECE,PAWEL,96,60,40,50,0,0,50,0,100,0,0,33.3333,66.6667,0,100,0,80,20,0,0,0,60,20,20,0,0,50,50,50,0,0,0,0,0,50,0,2.2,2634,4.25532,20,30,50,0,90,10,0,4.65116,29.7872,90,10,100,25,75,0.08,0,100,100,50,0,100,3.8,0,25,25,25,50,4.7,100,0,0,50,50,1.3397098,0,30,0,10,100,66.6667,60,787,2634,50,16.6667,33.3333
7,68,68,3073,GULU,ASWA,PALARO,OWALO,89,57.1429,42.8571,0,0,0,100,11.1111,88.8889,0,0,23.5294,76.4706,0,60,40,75,10,10,5,0,50,5,40,5,0,57.1429,42.8571,0,22.2222,11.1111,44.4444,0,0,11.1111,11.1111,1.925,3257,2.65152,0,2.5641,94.8718,2.5641,97.4359,0,0,18.5328,23.4848,85,15,100,42.8571,57.1429,0.104375,36.3636,36.3636,54.5455,63.6364,0,100,1,0,0,0,0,0,6.9,0,100,12.8205,84.6154,2.5641,3.30760735,0.368,5.12821,0,40,88,80,97.4359,1530,3257,62.5,25,12.5
3,69,69,620,GULU,ASWA,PAICHO,OMEL,90,62.069,37.931,5.55556,0,0,94.4444,14.2857,85.7143,0,2,35.7143,64.2857,3,53.8462,38.4615,50,0,39,11.1111,0,38.8889,11.1111,38.8889,11.1111,0,33.3333,66.6667,0,0,0,50,0,50,0,0,1.76667,620,3.4965,0,6.66667,86.6667,0,100,0,0,14.1791,25.1748,80,20,100,42.8571,57.1429,0.0816667,33.3333,0,33.3333,33.3333,0,100,0.25,0,0,0,0,0,5.2,10,90,20,70,0,2.1868098,0,3.33333,0,30,94.4444,100,86.6667,3503,620,64.7059,35.2941,0
7,70,70,2388,GULU,ASWA,PATIKO,KAL,91,56.6667,43.3333,5.55556,0,5.55556,88.8889,12.5,87.5,0,1,50,50,98,75,25,52.9412,5.88235,24,17.6471,0,41.1765,23.5294,23.5294,11.7647,0,85.7143,14.2857,25,50,0,12.5,12.5,0,0,0,1.8125,2228,1.72414,0,0,97.3684,2.63158,94.7368,0,0,15.814,18.5345,83.7838,16.2162,100,40,60,0.075,0,0,16.6667,100,14.2857,85.7143,0.25,0,0,0,0,0,6.08125,0,100,15.7895,81.5789,2.63158,1.89982365,0,0,0,38,82.6087,78.2609,97.3684,363,2228,50,36.3636,13.6364
5,71,71,773,GULU,ASWA,PAICHO,KAL ALII,92,60,40,8,0,0,88,21.4286,64.2857,14.2857,7.5,36,64,36,86.6667,6.66667,40,16,32,8,4,24,20,44,4,8,50,50,25,12.5,25,12.5,12.5,0,0,12.5,1.76667,620,3.4965,0,6.66667,86.6667,0,100,0,0,14.1791,25.1748,80,20,100,42.8571,57.1429,0.0816667,33.3333,0,33.3333,33.3333,0,100,0.25,0,0,0,0,0,5.2,10,90,20,70,0,2.1868098,0,3.33333,0,30,94.4444,100,86.6667,3503,620,64.7059,35.2941,0
6,64,64,2228,GULU,ASWA,PATIKO,PUGWENYI,85,60.5263,39.4737,4.54545,0,0,95.4545,0,90,10,3,26.3158,73.6842,3,62.5,37.5,59.0909,13.6364,27,0,0,50,13.6364,31.8182,4.54545,0,100,0,0,0,0,0,33.3333,33.3333,33.3333,0,1.8125,2228,1.72414,0,0,97.3684,2.63158,94.7368,0,0,15.814,18.5345,83.7838,16.2162,100,40,60,0.075,0,0,16.6667,100,14.2857,85.7143,1,0,0,0,0,0,6.08125,0,100,15.7895,81.5789,2.63158,1.89982365,0,0,0,38,82.6087,78.2609,97.3684,363,2228,50,36.3636,13.6364
5,65,65,3257,GULU,ASWA,PATIKO,PAWEL,86,62.5,37.5,4,0,4,92,14.2857,85.7143,0,98,27.2727,72.7273,98,93.3333,6.66667,52,4,20,16,8,52,4,20,16,8,63.6364,36.3636,14.2857,14.2857,0,0,0,14.2857,14.2857,42.8571,1.8125,2228,1.72414,0,0,97.3684,2.63158,94.7368,0,0,15.814,18.5345,83.7838,16.2162,100,40,60,0.075,0,0,16.6667,100,14.2857,85.7143,0,0,0,0,0,0,6.08125,0,100,15.7895,81.5789,2.63158,1.89982365,0,0,0,38,82.6087,78.2609,97.3684,363,2228,50,36.3636,13.6364
6,66,66,3323,GULU,ASWA,AWACH,PAIBONA,87,63.3333,36.6667,0,0,0,100,18.1818,72.7273,9.09091,0,37.5,62.5,0,91.6667,8.33333,55.5556,16.6667,28,0,0,27.7778,27.7778,44.4444,0,0,28.5714,71.4286,0,50,0,25,0,0,0,0,1.6,3323,2.87356,0,0,86.6667,10,93.3333,3.33333,0,7.69231,26.4368,86.6667,13.3333,100,45.4545,54.5455,0.0261111,14.2857,28.5714,28.5714,28.5714,0,100,1,0,11.1111,11.1111,11.1111,11.1111,6.4,0,100,6.66667,90,0,2.568770233,0,3.33333,0,30,94.7368,78.9474,100,1612,3323,61.1111,33.3333,5.55556
4,67,67,546,GULU,ASWA,PALARO,MEDE,88,58.8235,41.1765,0,0,0,100,20,80,0,0,22.2222,77.7778,0,71.4286,28.5714,66.6667,9.52381,19,4.7619,0,47.619,14.2857,33.3333,4.7619,0,50,50,20,0,20,20,20,20,0,0,1.925,3257,2.65152,0,2.5641,94.8718,2.5641,97.4359,0,0,18.5328,23.4848,85,15,100,42.8571,57.1429,0.104375,36.3636,36.3636,54.5455,63.6364,0,100,0.15,0,0,0,0,0,6.9,0,100,12.8205,84.6154,2.5641,3.30760735,0.368,5.12821,0,40,88,80,97.4359,1530,3257,62.5,25,12.5
8,92,92,2317,GULU,ASWA,BUNGATIRA,LALIYA,114,60,40,4.16667,0,8.33333,87.5,7.69231,84.6154,7.69231,36,47.8261,52.1739,25,87.5,12.5,60.8696,8.69565,9,21.7391,0,56.5217,8.69565,13.0435,21.7391,0,37.5,62.5,57.1429,14.2857,0,0,14.2857,0,0,0,2.5,1960,3.7037,10,3.33333,76.6667,0,83.3333,16.6667,0,8.125,25.9259,76.6667,23.3333,0,37.5,62.5,0.01,0,20,40,40,0,100,0.5,0,0,0,0,0,5.4,20,80,26.6667,53.3333,10,1.347337037,0.033333333,3.33333,3.33333,30,88.8889,83.3333,76.6667,375,1960,72.2222,5.55556,22.2222
6,93,93,2621,GULU,GULU MUNICIPALITY,PECE,TEGWANA,115,52.5,47.5,17.3913,0,0,82.6087,7.14286,50,42.8571,12,57.1429,42.8571,36,88.2353,11.7647,56.5217,21.7391,13,4.34783,4.34783,39.1304,30.4348,21.7391,0,8.69565,41.6667,58.3333,25,25,25,0,0,0,0,0,2.2,2634,4.25532,20,30,50,0,90,10,0,4.65116,29.7872,90,10,100,25,75,0.08,0,100,100,50,0,100,3.8,0,25,25,25,50,4.7,100,0,0,50,50,1.3397098,0,30,0,10,100,66.6667,60,787,2634,50,16.6667,33.3333
5,94,94,2701,GULU,ASWA,UNYAMA,UNYAMA,116,53.3333,46.6667,5.88235,0,5.88235,88.2353,10,90,0,1,41.1765,58.8235,2,76.9231,23.0769,70.5882,5.88235,0,17.6471,5.88235,58.8235,5.88235,11.7647,17.6471,5.88235,83.3333,16.6667,0,75,0,0,0,25,0,0,2.5,1960,3.7037,10,3.33333,76.6667,0,83.3333,16.6667,0,8.125,25.9259,76.6667,23.3333,0,37.5,62.5,0.01,0,20,40,40,0,100,0.6,0,0,0,0,0,5.4,20,80,26.6667,53.3333,10,1.347337037,0.033333333,3.33333,3.33333,30,88.8889,83.3333,76.6667,375,1960,72.2222,5.55556,22.2222
4,95,95,3070,GULU,ASWA,PAICHO,PAGIK,117,57.1429,42.8571,0,0,0,100,28.5714,71.4286,0,0,27.2727,72.7273,0,87.5,12.5,75,16.6667,8,0,0,58.3333,16.6667,25,0,0,80,20,100,0,0,0,0,0,0,0,1.6,3323,2.87356,0,0,86.6667,10,93.3333,3.33333,0,7.69231,26.4368,86.6667,13.3333,100,45.4545,54.5455,0.0261111,14.2857,28.5714,28.5714,28.5714,0,100,1,0,11.1111,11.1111,11.1111,11.1111,6.4,0,100,6.66667,90,0,2.568770233,0,3.33333,0,30,94.7368,78.9474,100,1612,3323,61.1111,33.3333,5.55556
4,88,88,3273,GULU,ASWA,PALARO,LABWOROMOR,109,60,40,0,0,5.26316,94.7368,16.6667,83.3333,0,0,41.6667,58.3333,0,50,50,60,0,20,15,5,40,0,40,15,5,60,40,40,20,0,40,0,0,0,0,1.6,3323,2.87356,0,0,86.6667,10,93.3333,3.33333,0,7.69231,26.4368,86.6667,13.3333,100,45.4545,54.5455,0.0261111,14.2857,28.5714,28.5714,28.5714,0,100,1,0,11.1111,11.1111,11.1111,11.1111,6.4,0,100,6.66667,90,0,2.568770233,0,3.33333,0,30,94.7368,78.9474,100,1612,3323,61.1111,33.3333,5.55556
6,89,89,3281,GULU,GULU MUNICIPALITY,LAYIBI,TECHO,110,60,40,0,16.6667,8.33333,75,14.2857,71.4286,14.2857,0,58.3333,41.6667,0,87.5,12.5,50,33.3333,0,0,16.6667,50,33.3333,0,0,16.6667,80,20,0,0,0,0,0,0,33.3333,33.3333,2.18182,2008,6.66667,4.7619,23.8095,47.619,4.7619,71.4286,14.2857,4.7619,11.7647,25.8333,57.1429,42.8571,100,42.8571,57.1429,0.075,0,0,0,50,0,100,1.5,0,0,0,0,25,5.709090909,100,0,19.0476,57.1429,23.8095,0.731745455,0,9.52381,4.7619,21,100,76.9231,61.9048,635,2008,53.8462,15.3846,30.7692
8,90,90,1921,GULU,GULU MUNICIPALITY,BAR-DEGE,BAR DEGE,112,70,30,0,0,0,100,0,100,0,0,16.6667,83.3333,0,100,0,50,16.6667,33,0,0,33.3333,16.6667,33.3333,16.6667,0,100,0,50,50,0,0,0,0,0,0,2.18182,2008,6.66667,4.7619,23.8095,47.619,4.7619,71.4286,14.2857,4.7619,11.7647,25.8333,57.1429,42.8571,100,42.8571,57.1429,0.075,0,0,0,50,0,100,1,0,0,0,0,25,5.709090909,100,0,19.0476,57.1429,23.8095,0.731745455,0,9.52381,4.7619,21,100,76.9231,61.9048,635,2008,53.8462,15.3846,30.7692
7,91,91,1988,GULU,ASWA,AWACH,PADUNY,113,56.6667,43.3333,5.88235,0,0,94.1176,20,80,0,6,52.9412,47.0588,24,76.9231,23.0769,64.7059,11.7647,6,5.88235,11.7647,47.0588,11.7647,23.5294,11.7647,5.88235,77.7778,22.2222,0,66.6667,33.3333,0,0,0,0,0,1.6,3323,2.87356,0,0,86.6667,10,93.3333,3.33333,0,7.69231,26.4368,86.6667,13.3333,100,45.4545,54.5455,0.0261111,14.2857,28.5714,28.5714,28.5714,0,100,1,0,11.1111,11.1111,11.1111,11.1111,6.4,0,100,6.66667,90,0,2.568770233,0,3.33333,0,30,94.7368,78.9474,100,1612,3323,61.1111,33.3333,5.55556
8,84,84,2781,GULU,ASWA,PAICHO,KALUMU,105,63.3333,36.6667,5.26316,0,0,94.7368,18.1818,81.8182,0,2,42.1053,57.8947,2,100,0,61.1111,11.1111,17,5.55556,5.55556,55.5556,11.1111,22.2222,5.55556,5.55556,80,20,0,85.7143,0,0,14.2857,0,0,0,1.76667,620,3.4965,0,6.66667,86.6667,0,100,0,0,14.1791,25.1748,80,20,100,42.8571,57.1429,0.0816667,33.3333,0,33.3333,33.3333,0,100,0.25,0,0,0,0,0,5.2,10,90,20,70,0,2.1868098,0,3.33333,0,30,94.4444,100,86.6667,3503,620,64.7059,35.2941,0
5,85,85,3066,GULU,GULU MUNICIPALITY,LAYIBI,KIROMBE,106,50,50,8.33333,0,0,91.6667,0,62.5,37.5,12,62.5,37.5,98,100,0,25,50,8,8.33333,8.33333,0,50,33.3333,8.33333,8.33333,60,40,0,80,0,20,0,0,0,0,2.18182,2008,6.66667,4.7619,23.8095,47.619,4.7619,71.4286,14.2857,4.7619,11.7647,25.8333,57.1429,42.8571,100,42.8571,57.1429,0.075,0,0,0,50,0,100,1.5,0,0,0,0,25,5.709090909,100,0,19.0476,57.1429,23.8095,0.731745455,0,9.52381,4.7619,21,100,76.9231,61.9048,635,2008,53.8462,15.3846,30.7692
7,86,86,3195,GULU,ASWA,UNYAMA,ODING,107,57.1429,42.8571,7.69231,0,0,84.6154,50,50,0,2,16.6667,83.3333,2,88.8889,11.1111,58.3333,0,17,25,0,33.3333,0,41.6667,25,0,75,25,50,16.6667,0,16.6667,16.6667,0,0,0,2.5,1960,3.7037,10,3.33333,76.6667,0,83.3333,16.6667,0,8.125,25.9259,76.6667,23.3333,0,37.5,62.5,0.01,0,20,40,40,0,100,0.25,0,0,0,0,0,5.4,20,80,26.6667,53.3333,10,1.347337037,0.033333333,3.33333,3.33333,30,88.8889,83.3333,76.6667,375,1960,72.2222,5.55556,22.2222
8,87,87,3251,GULU,ASWA,BUNGATIRA,PUNENA,108,60,40,0,0,4.7619,95.2381,0,85.7143,14.2857,0,60,40,0,66.6667,25,47.619,23.8095,14,9.52381,0,23.8095,28.5714,28.5714,14.2857,0,87.5,12.5,50,16.6667,0,16.6667,16.6667,0,0,0,1.8125,2228,1.72414,0,0,97.3684,2.63158,94.7368,0,0,15.814,18.5345,83.7838,16.2162,100,40,60,0.075,0,0,16.6667,100,14.2857,85.7143,0.25,0,0,0,0,0,6.08125,0,100,15.7895,81.5789,2.63158,1.89982365,0,0,0,38,82.6087,78.2609,97.3684,363,2228,50,36.3636,13.6364
5,80,80,3403,GULU,ASWA,UNYAMA,ANGAYA,101,63.3333,36.6667,0,0,0,100,18.1818,81.8182,0,0,28.5714,71.4286,0,84.6154,15.3846,58.8235,11.7647,18,5.88235,5.88235,41.1765,5.88235,41.1765,5.88235,5.88235,70,30,0,50,16.6667,16.6667,16.6667,0,0,0,2.5,1960,3.7037,10,3.33333,76.6667,0,83.3333,16.6667,0,8.125,25.9259,76.6667,23.3333,0,37.5,62.5,0.01,0,20,40,40,0,100,0.6,0,0,0,0,0,5.4,20,80,26.6667,53.3333,10,1.347337037,0.033333333,3.33333,3.33333,30,88.8889,83.3333,76.6667,375,1960,72.2222,5.55556,22.2222
6,81,81,2023,GULU,GULU MUNICIPALITY,LAROO,QUEEN'S,102,70,30,14.2857,0,0,85.7143,0,33.3333,66.6667,32,57.1429,42.8571,34,66.6667,33.3333,42.8571,57.1429,0,0,0,28.5714,57.1429,14.2857,0,0,100,0,33.3333,33.3333,0,0,33.3333,0,0,0,2.18182,2008,6.66667,4.7619,23.8095,47.619,4.7619,71.4286,14.2857,4.7619,11.7647,25.8333,57.1429,42.8571,100,42.8571,57.1429,0.075,0,0,0,50,0,100,0,0,0,0,0,25,5.709090909,100,0,19.0476,57.1429,23.8095,0.731745455,0,9.52381,4.7619,21,100,76.9231,61.9048,635,2008,53.8462,15.3846,30.7692
5,82,82,2355,GULU,GULU MUNICIPALITY,BAR-DEGE,FOR GOD,103,60,40,0,0,16.6667,83.3333,0,66.6667,33.3333,0,66.6667,33.3333,0,100,0,71.4286,0,0,14.2857,14.2857,28.5714,42.8571,14.2857,14.2857,0,0,0,40,40,0,0,0,0,0,0,2.18182,2008,6.66667,4.7619,23.8095,47.619,4.7619,71.4286,14.2857,4.7619,11.7647,25.8333,57.1429,42.8571,100,42.8571,57.1429,0.075,0,0,0,50,0,100,0,0,0,0,0,25,5.709090909,100,0,19.0476,57.1429,23.8095,0.731745455,0,9.52381,4.7619,21,100,76.9231,61.9048,635,2008,53.8462,15.3846,30.7692
6,83,83,2305,GULU,ASWA,BUNGATIRA,PABWO,104,60,40,25,0,8.33333,66.6667,12.5,75,12.5,75,58.3333,41.6667,12,100,0,50,16.6667,8,16.6667,8.33333,33.3333,16.6667,25,16.6667,8.33333,75,25,0,50,0,0,25,0,25,0,1.8125,2228,1.72414,0,0,97.3684,2.63158,94.7368,0,0,15.814,18.5345,83.7838,16.2162,100,40,60,0.075,0,0,16.6667,100,14.2857,85.7143,1,0,0,0,0,0,6.08125,0,100,15.7895,81.5789,2.63158,1.89982365,0,0,0,38,82.6087,78.2609,97.3684,363,2228,50,36.3636,13.6364
9,44,44,3595,MBARARA,KASHARI,RWANYAMAHEMBE,RWEBISHEKYE,54,42.8571,57.1429,11.1111,0,11.1111,77.7778,0,25,75,1,44.4444,55.5556,2,80,20,22.2222,22.2222,33,22.2222,0,44.4444,33.3333,22.2222,0,0,0,100,50,0,0,0,0,0,50,0,3.5,4822,7.31707,10,30,0,50,100,0,0,10.2564,29.2683,60,40,100,50,50,0.15,0,0,0,100,0,100,0.6,0,0,0,25,75,4.1,0,100,20,20,60,2.06,18.36,100,0,10,100,83.3333,0,3132,4822,33.3333,33.3333,33.3333
4,45,45,4041,MBARARA,KASHARI,BUKIRO,BUKIRO,55,60,40,23.0769,0,0,76.9231,0,50,50,18,100,0,18,100,0,58.3333,25,17,0,0,58.3333,33.3333,8.33333,0,0,80,20,16.6667,16.6667,0,0,50,0,16.6667,0,3.9,4970,5.45455,0,40,10,50,100,0,0,9.25926,27.2727,60,40,100,50,50,0,100,100,100,100,0,100,2,0,0,0,0,0,5.5,0,100,20,50,30,1.1313,0,100,0,10,100,100,0,7071,4970,80,0,20
4,46,46,4191,MBARARA,KASHARI,KAGONGI,KIBINGO,57,60,40,0,0,0,100,0,0,100,0,50,50,0,100,0,0,33.3333,67,0,0,0,50,50,0,0,50,50,0,0,0,0,0,0,0,0,3.25,5133,4.13223,0,15.7895,0,78.9474,100,0,0,5.26316,24.7934,75,25,100,75,25,0,50,50,100,100,0,100,0.7,0,0,0,0,0,6.05,5,95,26.3158,26.3158,47.3684,0.85065,0.525,100,0,20,100,92.8571,0,1623,5133,42.8571,28.5714,28.5714
3,47,47,4193,MBARARA,MBARARA MUNICIPALITY,NYAKYOJO DIVISION,BUGASHE,58,60,40,0,0,0,100,0,75,25,0,33.3333,66.6667,0,100,0,50,16.6667,17,16.6667,0,50,33.3333,0,16.6667,0,0,100,50,0,0,0,0,50,0,0,4.06667,4386,7.31707,0,60,0,33.3333,93.3333,0,6.66667,10.5263,18.2927,73.3333,26.6667,100,50,50,0,50,75,75,75,0,100,0.8,0,0,0,0,0,5.466666667,93.3333,6.66667,28.5714,14.2857,57.1429,3.3029,0,86.6667,13.3333,15,100,81.8182,0,2685,4386,45.4545,36.3636,18.1818
6,40,40,4703,MBARARA,MBARARA MUNICIPALITY,NYAKYOJO DIVISION,KICHWAMBA,49,60,40,0,0,0,100,0,100,0,0,50,50,0,100,0,16.6667,16.6667,50,16.6667,0,0,16.6667,50,16.6667,16.6667,100,0,0,0,0,0,0,0,0,0,4.13636,5016,5.69106,9.52381,19.0476,0,71.4286,100,0,0,11.3043,26.0163,81.8182,18.1818,100,60,40,0,50,50,50,50,0,100,0.8,0,14.2857,14.2857,28.5714,57.1429,5.877272728,9.52381,90.4762,66.6667,4.7619,28.5714,0.926581818,0.4,80.9524,14.2857,21,91.6667,33.3333,0,5245,5016,33.3333,41.6667,25
3,41,41,5380,MBARARA,KASHARI,BUKIRO,RUBINGO,50,65,35,0,0,15.3846,84.6154,0,100,0,0,83.3333,16.6667,0,100,0,38.4615,7.69231,23,15.3846,15.3846,23.0769,15.3846,30.7692,15.3846,15.3846,71.4286,28.5714,66.6667,0,0,0,33.3333,0,0,0,2.95,4116,4.08163,30,40,0,25,60,10,20,11.5789,28.5714,90,10,100,66.6667,33.3333,0,0,0,0,100,25,75,2,25,25,50,25,25,4.9,0,100,5,20,65,18.0809,0,75,25,20,100,91.6667,0,561,4116,45.4545,18.1818,36.3636
3,42,42,808,MBARARA,KASHARI,BUBAARE,MUGARUTSYA,52,60,40,25,0,0,75,0,50,50,2,44.4444,55.5556,2,100,0,66.6667,8.33333,25,0,0,33.3333,8.33333,58.3333,0,0,0,100,40,60,0,0,0,0,0,0,3.9,4970,5.45455,0,40,10,50,100,0,0,9.25926,27.2727,60,40,100,50,50,0,100,100,100,100,0,100,0.95,0,0,0,0,0,5.5,0,100,20,50,30,1.1313,0,100,0,10,100,100,0,7071,4970,80,0,20
6,43,43,3757,MBARARA,KASHARI,RUBAYA,RUBURARA,53,60,40,16.6667,0,0,66.6667,0,66.6667,33.3333,2,66.6667,33.3333,2,75,25,50,33.3333,0,0,16.6667,33.3333,33.3333,16.6667,16.6667,0,100,0,25,25,0,0,50,0,0,0,3.45,4760,6.66667,0,30,5,50,95,0,0,10.2041,31.4286,70,30,100,62.5,37.5,0.1075,50,100,50,100,25,75,0.6,25,25,25,25,25,5.3,0,100,40,15,40,9.65984505,0,95,0,20,100,83.3333,0,1240,4760,36.3636,45.4545,18.1818
4,36,36,4964,MBARARA,KASHARI,KASHARE,NYABISIRIRA,45,55,45,0,0,7.69231,92.3077,12.5,87.5,0,0,92.3077,7.69231,0,87.5,12.5,53.8462,7.69231,8,7.69231,23.0769,46.1538,15.3846,15.3846,7.69231,15.3846,60,40,57.1429,28.5714,0,0,14.2857,0,0,0,4.05,4157,6.38298,5,30,0,65,90,0,5,9.41177,30.8511,75,25,100,71.4286,28.5714,0.166667,50,50,75,75,40,60,1.375,0,0,40,60,60,4.7,0,100,26.3158,15.7895,42.1053,6.32325,0,80,10,20,100,75,0,591,4157,66.6667,16.6667,16.6667
5,37,37,4968,MBARARA,RWAMPARA,MWIZI,RUKARABO,46,60,40,16.6667,0,0,83.3333,0,100,0,2,100,0,2,50,50,66.6667,0,33,0,0,16.6667,0,83.3333,0,0,100,0,0,0,0,0,66.6667,0,0,0,4.13636,5016,5.69106,9.52381,19.0476,0,71.4286,100,0,0,11.3043,26.0163,81.8182,18.1818,100,60,40,0,50,50,50,50,0,100,0.8,0,14.2857,14.2857,28.5714,57.1429,5.877272728,9.52381,90.4762,66.6667,4.7619,28.5714,0.926581818,0.4,80.9524,14.2857,21,91.6667,33.3333,0,5245,5016,33.3333,41.6667,25
